1,7
2,0
3,0
4,5
5,2
6,2
7,3
8,8
9,9
10,4
11,5
12,8
13,8
14,3
15,0
16,0
17,0
18,4
19,3
20,7
21,5
22,4
23,7
24,7
25,3
26,7
27,4
28,6
29,5
30,1
31,1
32,0
33,2
34,4
35,5
36,1
37,4
38,8
39,4
40,4
41,6
42,3
43,3
44,8
45,2
46,2
47,2
48,3
49,3
50,1
51,0
52,6
53,8
54,0
55,3
56,3
57,6
58,3
59,5
60,4
61,2
62,2
63,9
64,3
65,2
66,2
67,5
68,0
69,8
70,9
71,6
72,0
73,7
74,8
75,4
76,2
77,0
78,1
79,4
80,2
81,4
82,6
83,5
84,6
85,8
86,8
87,5
88,8
89,0
90,5
91,3
92,4
93,9
94,1
95,2
96,7
97,2
98,2
99,5
100,2
101,9
102,4
103,0
104,7
105,7
106,2
107,9
108,6
109,3
110,0
111,0
112,9
113,2
114,8
115,8
116,1
117,1
118,7
119,0
120,2
121,3
122,3
123,0
124,3
125,7
126,7
127,2
128,0
129,6
130,1
131,5
132,8
133,7
134,8
135,2
136,9
137,2
138,2
139,3
140,9
141,2
142,4
143,4
144,7
145,3
146,5
147,0
148,0
149,6
150,5
151,4
152,7
153,8
154,5
155,7
156,9
157,6
158,6
159,5
160,4
161,2
162,9
163,5
164,8
165,7
166,1
167,0
168,6
169,2
170,4
171,9
172,3
173,8
174,6
175,4
176,5
177,2
178,6
179,8
180,1
181,5
182,8
183,6
184,6
185,2
186,1
187,0
188,7
189,0
190,1
191,9
192,8
193,9
194,9
195,3
196,6
197,3
198,4
199,6
200,1
201,7
202,2
203,0
204,4
205,7
206,0
207,2
208,4
209,0
210,7
211,7
212,8
213,2
214,1
215,0
216,6
217,9
218,6
219,3
220,0
221,1
222,9
223,9
224,1
225,7
226,0
227,2
228,2
229,7
230,4
231,8
232,7
233,7
234,1
235,7
236,7
237,2
238,8
239,2
240,6
241,9
242,4
243,7
244,7
245,9
246,7
247,9
248,5
249,7
250,7
251,2
252,4
253,9
254,4
255,5
256,2
257,8
258,2
259,4
260,9
261,6
262,2
263,2
264,5
265,1
266,0
267,4
268,8
269,5
270,0
271,0
272,3
273,5
274,0
275,0
276,2
277,1
278,6
279,0
280,1
281,9
282,3
283,2
284,3
285,1
286,6
287,7
288,4
289,3
290,8
291,9
292,9
293,7
294,1
295,8
296,0
297,5
298,6
299,7
300,5
301,3
302,2
303,2
304,3
305,2
306,6
307,0
308,0
309,1
310,9
311,5
312,2
313,2
314,7
315,4
316,4
317,0
318,1
319,8
320,0
321,8
322,8
323,0
324,2
325,6
326,2
327,7
328,7
329,9
330,8
331,2
332,4
333,1
334,4
335,4
336,3
337,5
338,6
339,8
340,6
341,0
342,1
343,4
344,5
345,1
346,5
347,5
348,7
349,1
350,1
351,7
352,7
353,1
354,9
355,2
356,7
357,3
358,0
359,3
360,6
361,0
362,7
363,8
364,5
365,2
366,9
367,8
368,4
369,7
370,0
371,4
372,1
373,5
374,1
375,6
376,2
377,1
378,4
379,5
380,9
381,6
382,5
383,8
384,3
385,4
386,0
387,8
388,7
389,8
390,2
391,5
392,8
393,1
394,2
395,8
396,4
397,2
398,9
399,5
400,5
401,3
402,1
403,3
404,3
405,1
406,1
407,0
408,1
409,0
410,7
411,9
412,3
413,8
414,8
415,5
416,1
417,4
418,1
419,9
420,0
421,5
422,3
423,8
424,3
425,6
426,3
427,6
428,2
429,0
430,5
431,9
432,6
433,2
434,8
435,5
436,5
437,1
438,7
439,0
440,1
441,8
442,9
443,9
444,0
445,0
446,4
447,4
448,5
449,1
450,5
451,6
452,7
453,7
454,1
455,2
456,1
457,9
458,1
459,5
460,9
461,9
462,2
463,6
464,3
465,7
466,9
467,2
468,1
469,1
470,8
471,8
472,6
473,0
474,7
475,3
476,9
477,4
478,5
479,8
480,4
481,0
482,1
483,2
484,3
485,5
486,9
487,2
488,9
489,7
490,5
491,5
492,6
493,8
494,2
495,4
496,0
497,9
498,1
499,2
500,8
501,6
502,9
503,3
504,9
505,1
506,5
507,2
508,9
509,0
510,9
511,3
512,0
513,0
514,3
515,8
516,6
517,8
518,4
519,9
520,9
521,5
522,5
523,3
524,8
525,2
526,7
527,5
528,1
529,5
530,7
531,0
532,8
533,7
534,3
535,6
536,6
537,2
538,8
539,3
540,3
541,3
542,0
543,6
544,5
545,3
546,8
547,9
548,2
549,4
550,5
551,4
552,8
553,7
554,0
555,9
556,1
557,7
558,1
559,3
560,3
561,3
562,2
563,9
564,5
565,1
566,2
567,9
568,9
569,2
570,6
571,8
572,7
573,5
574,6
575,9
576,8
577,2
578,0
579,2
580,0
581,9
582,5
583,8
584,4
585,9
586,9
587,3
588,7
589,7
590,8
591,2
592,7
593,9
594,2
595,0
596,8
597,9
598,4
599,1
600,2
601,1
602,9
603,9
604,4
605,1
606,1
607,2
608,6
609,1
610,9
611,9
612,8
613,0
614,0
615,1
616,0
617,5
618,2
619,4
620,7
621,7
622,5
623,5
624,8
625,6
626,7
627,1
628,9
629,1
630,4
631,3
632,9
633,5
634,7
635,0
636,0
637,8
638,1
639,4
640,4
641,7
642,8
643,5
644,0
645,2
646,7
647,3
648,8
649,3
650,3
651,1
652,7
653,8
654,6
655,8
656,7
657,9
658,0
659,1
660,0
661,5
662,5
663,8
664,1
665,0
666,5
667,0
668,7
669,0
670,5
671,6
672,8
673,0
674,3
675,5
676,6
677,2
678,5
679,4
680,0
681,7
682,6
683,7
684,0
685,4
686,4
687,6
688,1
689,8
690,3
691,2
692,4
693,7
694,5
695,1
696,1
697,3
698,6
699,1
700,2
701,1
702,3
703,4
704,0
705,9
706,5
707,0
708,9
709,1
710,3
711,7
712,5
713,5
714,1
715,2
716,9
717,9
718,4
719,7
720,0
721,7
722,7
723,8
724,9
725,3
726,5
727,6
728,8
